time,A Feed,D Feed,E Feed,A and C Feed,Recycle Flow,Reactor Feed Rate,Reactor Pressure,Reactor Level,Reactor Temperature,Purge Rate,Product Sep Temp,Product Sep Level,Product Sep Pressure,Product Sep Underflow,Stripper Level,Stripper Pressure,Stripper Underflow,Stripper Temp,Stripper Steam Flow,Compressor Work,Reactor Coolant Temp,Separator Coolant Temp,Component A to Reactor,Component B to Reactor,Component C to Reactor,Component D to Reactor,Component E to Reactor,Component F to Reactor,Component A in Purge,Component B in Purge,Component C in Purge,Component D in Purge,Component E in Purge,Component F in Purge,Component G in Purge,Component H in Purge,Component D in Product,Component E in Product,Component F in Product,Component G in Product,Component H in Product,D feed load,E feed load,A feed load,A and C feed load,Compressor recycle valve,Purge valve,Separator liquid load,Stripper liquid load,Stripper steam valve,Reactor coolant load,Condenser coolant load,t2_stat,anomaly,t2_time,t2_A Feed,t2_D Feed,t2_E Feed,t2_A and C Feed,t2_Recycle Flow,t2_Reactor Feed Rate,t2_Reactor Pressure,t2_Reactor Level,t2_Reactor Temperature,t2_Purge Rate,t2_Product Sep Temp,t2_Product Sep Level,t2_Product Sep Pressure,t2_Product Sep Underflow,t2_Stripper Level,t2_Stripper Pressure,t2_Stripper Underflow,t2_Stripper Temp,t2_Stripper Steam Flow,t2_Compressor Work,t2_Reactor Coolant Temp,t2_Separator Coolant Temp,t2_Component A to Reactor,t2_Component B to Reactor,t2_Component C to Reactor,t2_Component D to Reactor,t2_Component E to Reactor,t2_Component F to Reactor,t2_Component A in Purge,t2_Component B in Purge,t2_Component C in Purge,t2_Component D in Purge,t2_Component E in Purge,t2_Component F in Purge,t2_Component G in Purge,t2_Component H in Purge,t2_Component D in Product,t2_Component E in Product,t2_Component F in Product,t2_Component G in Product,t2_Component H in Product,t2_D feed load,t2_E feed load,t2_A feed load,t2_A and C feed load,t2_Compressor recycle valve,t2_Purge valve,t2_Separator liquid load,t2_Stripper liquid load,t2_Stripper steam valve,t2_Reactor coolant load,t2_Condenser coolant load
2.85,0.21814,3682.7,4540.4,9.349,26.646,42.361,2699.4,74.619,120.64,0.34277,80.061,49.329,2627.5,24.803,49.717,3098.5,23.887,66.3,246.67,340.43,95.831,77.235,32.358,8.8938,26.556,7.0705,18.844,1.6448,33.143,13.901,23.886,1.1399,18.823,2.2686,4.9321,2.3415,0.042366,0.83565,0.10184,54.551,43.514,62.531,54.018,21.8,62.056,21.628,40.038,36.127,45.879,51.132,48.929,15.892,342.62525675131184,True,6.7120492906455285,301.70382378029814,5.208892693542855,17.382992518362535,58.71287975758695,12.097916740162649,0.4531036323890139,78.0938187242058,48.89278274531313,7.166403399424566,38.90890202342504,79.5071823031822,3.017630285033735,69.99393339212851,4.00439473528155,2.3276182310501854,132.79283307859325,5.45224624576784,3.458207233975183,33.959261153052665,48.06891152873599,2.784110672253591,56.114194878684465,115.6270436826791,24.67532348234818,143.1927270435944,18.364015525975056,1.9783901013553462,39.25214790894485,126.26529180830603,32.34680118713343,191.39733557156444,16.09866706795261,4.2867275549776105,68.77686779833147,72.47125261220205,44.73736528658377,17.16128147698849,20.77985186078104,8.487009751809811,16.71582106348156,15.375055900175209,5.6634954125273005,6.9826168056283775,305.5564782618875,22.58430703458132,11.841924110011536,40.9297153957631,3.015823898937637,2.3268220632749683,21.878297281982523,2.15357441517735,3.045146814996048
2.9000000000000004,0.2201,3679.2,4537.7,9.3863,26.869,42.601,2699.0,74.795,120.27,0.33868,80.28,49.33,2628.1,26.108,50.456,3098.9,23.455,66.267,245.59,340.32,93.007,77.657,32.358,8.8938,26.556,7.0705,18.844,1.6448,33.143,13.901,23.886,1.1399,18.823,2.2686,4.9321,2.3415,0.042366,0.83565,0.10184,54.551,43.514,62.591,54.05,21.607,59.451,21.606,40.536,36.129,47.589,51.245,37.285,16.886,195.13125847611448,True,6.478833463542252,298.77321032910885,4.29460158411404,16.106059622135366,56.528147611386984,1.4867304136116408,2.725719134446241,77.17911484608136,59.32936648224528,0.01401788788969729,41.09097557056755,72.53243608152584,2.8525638193988465,69.22891713987072,8.40803664035323,1.2597613107871786,128.24574294238002,1.8006659731801726,2.9824409249952484,35.612732488399224,47.27206141537116,7.30702437434422,39.62314917297364,113.01227554798596,24.10958484050487,142.59911303743684,17.992372400257732,1.8752770874569056,37.12484267508154,119.78103552837521,33.06745996518365,189.16533614863826,15.304055441868647,4.361689518718181,65.64588707809509,70.49836797275766,43.34314026128325,16.85397544528823,20.982771443770314,8.410575409768715,16.44702385766438,15.384224331662,4.975865080708699,7.350289382035586,300.4433392372731,43.35643080757498,8.859430091906038,38.68500593423633,2.853207821479875,1.2588619866499142,24.556180318471604,1.0233092942205113,0.5499835716086623
2.95,0.23403,3596.3,4490.7,9.255,26.712,42.18,2702.7,75.541,120.4,0.34448,80.449,48.404,2631.3,24.739,48.852,3099.6,23.006,66.331,246.43,341.09,96.461,77.604,32.21,9.0688,26.607,7.2059,19.04,1.6333,33.18,13.982,23.78,1.2997,18.554,2.2778,4.8963,2.3017,0.042366,0.83565,0.10184,54.551,43.514,62.464,53.932,22.86,61.42,22.256,41.479,33.404,43.878,51.182,41.339,17.932,98.31544622482102,True,7.0591325188880765,337.48981995551776,15.94232294417626,1.9382062280613774,76.0674561851254,10.263098220626718,8.960336407957165,79.70861269342811,82.67416129487817,11.193579768694399,40.19673485267099,65.68692938539894,7.004300647791918,72.50888657466936,3.964861409267916,6.786267170860594,128.09381538379503,1.7840546603793512,1.4190475101360973,39.029124283166276,45.26705729967038,6.4114869870926565,45.21098976392819,121.71282798113543,5.663568378769529,138.12900317028507,32.45636262493573,4.734435720547725,46.40975389540087,127.06796909442978,21.23061369361119,192.85895560255335,3.659558114745189,9.628731413366467,65.62119943527057,85.40584320054461,55.55327928479943,16.674428270628677,22.627789499586367,8.666279921111997,16.01592495790278,15.103675194858537,7.56089367068409,4.830668788530448,337.85919900729675,30.231327386299,3.5945304662582713,36.17510691511825,7.002210207655755,6.7855192470535,27.279976458028653,13.943189318751973,4.722956142440175
3.0,0.23527,3627.7,4508.5,9.3497,27.091,42.469,2700.0,74.898,120.45,0.34343,80.451,51.736,2629.0,24.453,51.219,3099.8,22.926,66.398,244.57,340.2,92.833,77.537,32.21,9.0688,26.607,7.2059,19.04,1.6333,33.18,13.982,23.78,1.2997,18.554,2.2778,4.8963,2.3017,0.042366,0.83565,0.10184,54.551,43.514,61.925,53.718,22.738,62.821,21.659,41.607,43.21,49.356,51.356,42.457,18.118,67.46156812060411,True,6.742208274384618,337.8850356981391,7.252894582483483,7.251717011979425,69.41587422541747,8.668790426702977,3.1029358851721844,73.44842258710997,65.74619677470575,7.2925076998381595,38.88347199585308,67.26640405442967,7.023902368330504,65.23339621548512,6.96633295326696,5.550464594817546,121.41678781379167,2.322348677358664,0.26970081565940823,39.761685712392165,48.59860137422989,12.904178379334526,48.13664913352894,125.93975635050911,5.724298806247263,138.3295824303927,32.48977075433079,4.96622326822431,43.67151833061133,128.03227931642763,21.045920336931772,187.22624658395466,3.7321337697613264,9.683551243888724,65.09667300713068,89.20299367399794,54.77890504323692,16.56328386864846,21.588642410393984,8.54490540509003,15.916400793423351,15.397308658447654,14.877214929414055,1.1841907991177405,336.8642280905177,23.219008652797104,8.487717699960603,33.907898062114114,7.022832615171685,5.550284675544101,30.392200774294167,11.964235214846024,5.2348881343558435
3.0500000000000003,0.24545,3564.8,4503.7,9.439,26.99,42.179,2703.3,75.152,120.2,0.35505,80.305,49.737,2631.1,24.711,49.169,3098.2,22.876,66.398,246.66,341.21,96.576,77.276,32.334,8.8621,26.03,7.0012,18.789,1.6686,32.946,13.859,23.845,1.2171,18.615,2.3014,4.8559,2.2645,0.0030787,0.82165,0.079441,54.271,43.353,61.577,53.266,24.365,59.161,22.402,42.52,37.325,44.611,51.235,35.873,18.249,165.43066555319854,True,7.98862666241004,377.42659589833886,24.075271291885485,4.6978194612304875,68.94878983797653,2.3803153975356426,12.256283623559336,74.11495177656188,75.47438708040731,19.483047473185966,35.108648143332964,76.81865366069418,1.0909573532434758,66.12127893461361,3.7876929756094864,5.135151833694404,116.67334978467612,2.8894805427322545,3.5580116436729443,47.424389906489,45.73411249975495,14.752323579287772,62.51110233011247,118.87162348071058,24.533377385147038,104.03472102912455,14.823299904649305,0.6363057180591833,29.74068950957352,136.58712143196016,32.24470453841409,186.0351542525707,2.0047356019060576,7.195307582224898,52.10031250857392,106.14007355778097,70.88343448078348,12.643321651440859,25.94251613476701,10.34509837805567,12.79960137031957,19.009954503992862,21.485812950331603,9.8274670585805,380.66201693587993,59.80734186598782,2.677389529008827,31.91110461766041,1.091078729033933,5.136103334425243,35.52482419901981,20.78749145070373,6.3527832002966464
3.1,0.24531,3587.8,4480.2,9.2935,27.046,42.493,2699.1,74.912,120.62,0.35825,79.932,50.558,2628.2,24.877,52.189,3097.0,23.487,66.328,244.57,341.46,93.389,76.864,32.334,8.8621,26.03,7.0012,18.789,1.6686,32.946,13.859,23.845,1.2171,18.615,2.3014,4.8559,2.2645,0.0030787,0.82165,0.079441,54.271,43.353,61.181,53.547,24.379,62.361,21.959,42.13,39.742,51.6,51.46,47.259,16.862,158.23309107444103,True,7.103035304089294,375.91693555300935,15.628188878385197,1.3332474442640276,90.02126190132219,7.878564493490471,2.602158697198694,63.67365951949779,65.13026158885799,6.913649955825718,31.27280445320041,89.13488856697938,1.9077304287457055,55.60498338307454,2.863310328545633,11.301159446844206,103.81238248407675,2.509167394594559,5.422199472579333,49.215875308852915,42.839360158760755,25.331631678364904,83.49861643021082,119.43444203208551,23.2797469886432,103.68896010653235,14.231153947675855,0.6334122190443839,27.79900546040106,134.5277003717361,30.63429750642785,174.16622015713753,1.866138598015322,7.019481689423826,51.777365368805434,104.81169103634026,67.6106586480314,12.388454255576606,24.759782746660836,9.69381290041971,12.075178897491448,18.32579058929927,25.277384965082756,3.082731042026745,379.3766323820512,32.18616289311456,7.178252193129112,31.4972936938868,1.908002369037406,11.301681838530426,40.30523593404876,15.01508484697982,0.5907909646635692
3.1500000000000004,0.23451,3633.9,4501.4,9.393,27.141,41.99,2702.4,75.192,120.1,0.34374,79.841,50.296,2629.8,26.691,49.81,3098.2,22.872,66.238,247.35,341.6,96.469,77.041,32.227,8.9186,26.389,6.6267,18.17,1.6742,33.356,13.813,23.691,1.1819,18.649,2.2853,4.8962,2.3893,0.0030787,0.82165,0.079441,54.271,43.353,61.975,53.888,22.909,63.593,22.282,40.763,38.971,46.095,51.259,31.894,18.33,325.60672173094844,True,6.8371216689611485,383.5241493130905,6.457594587392688,1.968700744276076,87.33838927343274,9.417049018719062,21.698708349127074,61.6695922566628,77.16104408970122,3.740666448847962,40.3955145025503,95.21239144869963,1.2460707904752566,53.59891690177535,17.96428382293998,1.554899318833514,98.4385957869684,2.9874654727717957,7.068797235695243,56.170382738295075,41.29405744772979,25.881347940205664,79.01630694851478,126.66793547239031,15.379266553821664,117.51470747397667,18.49371876586186,16.780117916146626,24.68771187112285,106.80303617278744,30.997088724544447,157.00537133926417,3.2736315768549815,3.9776381344050193,56.70473653461084,90.45845609646192,33.26046812032517,13.234358120194118,27.414115873168228,9.336609556313142,12.62798268778253,19.4192018891152,16.006343382102877,1.9416052834102897,384.69563593814473,26.68021030351201,5.577527393921752,39.068373172955205,1.2459361507006166,1.5525905490766683,43.149076152478585,19.046705181315023,7.080121368245986
3.2,0.23415,3611.9,4474.8,9.4866,26.932,42.523,2704.0,75.09,120.73,0.34359,79.936,51.915,2633.8,24.161,49.34,3100.6,23.813,66.174,247.44,341.99,93.664,77.395,32.227,8.9186,26.389,6.6267,18.17,1.6742,33.356,13.813,23.691,1.1819,18.649,2.2853,4.8962,2.3893,0.0030787,0.82165,0.079441,54.271,43.353,62.354,54.205,22.945,61.417,22.238,40.781,43.735,45.008,51.296,49.969,16.087,339.51528580050876,True,6.986160885810534,377.9370975034754,10.632976214709622,3.1654598083518573,70.00812401516755,2.7994198995427646,1.4056693773510205,58.83011277208658,69.13025242188341,7.651531833167714,40.41316291614065,86.3503177410352,8.709254800747384,52.144430434584045,8.475557729942174,4.009514144056192,96.24813264124069,5.518368260272103,8.756128748971223,57.741221888945276,40.8949080057489,14.862537402228043,65.43149544358091,120.10191540997084,15.14290230914186,110.34821794735176,17.482855810183228,15.974149307936765,23.597781102726927,105.59916295817678,29.47464219067043,157.01794504740133,3.277504172760501,3.8409862219580604,56.27291499148443,83.56875685676422,32.96829001736857,12.426792123711047,24.168121207440404,9.48009896496993,11.747329110113448,19.009701119566156,9.843995201890575,7.312302901832548,378.757782764982,43.329757571590605,6.75755918845958,38.58912204517212,8.70738770094328,4.007263871997749,45.350800603338556,26.639960466157184,1.9778666538032508
3.25,0.24231,3704.6,4563.2,9.4328,26.987,42.776,2709.3,74.043,120.07,0.34046,80.337,49.525,2638.5,24.41,50.653,3107.0,23.362,66.213,247.52,341.68,94.843,78.191,32.255,8.7962,26.116,6.7252,19.002,1.6832,33.277,13.773,24.517,1.1603,18.557,2.2513,4.9124,2.3302,0.0030787,0.82165,0.079441,54.271,43.353,64.107,54.717,23.989,61.476,22.338,39.953,36.703,48.045,51.331,31.612,17.073,458.1340437488574,True,7.192781191907535,401.06378871450926,7.449811688179889,18.167274369214184,84.50549064179873,1.8978500317134235,8.150176430485562,60.22885812770335,46.2955524973655,8.234816319619519,41.58030586074302,70.27725368274457,1.7386640449926292,53.756987925687596,4.8345153771827745,3.051952371893445,102.1736377504651,1.661766340037561,13.71385331005487,64.60556028049582,45.55678024777075,12.405522036569414,31.9270226711274,112.33266278894837,23.9023652432912,96.76894899993263,8.856080786448734,11.842124642538527,17.32615851965366,114.47001106788025,32.443917896721096,179.73666692905746,4.837248174244826,3.274437943657284,73.24261142717212,72.4451619080114,46.003066104221546,12.281294629304327,27.136657245470413,10.291229714519393,11.77940385078838,18.80746692130653,9.082526990458561,15.782417081628843,403.8820566044979,43.72244807730537,6.856225407779568,41.27326835978344,1.7360134040092663,3.049762131776264,51.801125185874454,1.0325554316010068,1.882146593896363
3.3000000000000003,0.24382,3707.4,4593.2,9.38,26.846,42.375,2714.4,74.578,120.82,0.33934,80.713,50.391,2643.4,24.867,49.295,3112.1,22.426,66.355,244.68,341.55,94.467,77.973,32.255,8.7962,26.116,6.7252,19.002,1.6832,33.277,13.773,24.517,1.1603,18.557,2.2513,4.9124,2.3302,0.037929,0.8237,0.091275,53.16,43.822,64.06,54.357,23.841,63.312,22.257,40.09,39.252,44.903,51.245,53.395,19.26,627.0897080105648,True,6.9278480633210355,406.10491817839113,8.513270625230044,29.50730603968798,97.02607193687824,1.458546511715032,7.297415135614008,57.50892323061147,58.07047836034022,17.283600908938322,41.828483371637546,55.59723754147978,1.8549532838748846,51.244863445994284,1.2944908411553069,3.8386178618031237,99.52718122311035,6.994994592636185,21.763622764867286,68.78474975727153,48.23150455902192,0.8774597026633169,40.677842336917564,113.76362355116372,23.628182094522735,98.73060318059945,9.402323304374505,12.416320052277266,17.820308944859693,113.64553696527462,32.10223135431593,185.30472137504734,4.926468321954239,3.3555452641779455,75.66790013385543,77.83654575700577,51.93478815891913,16.14477097676868,35.42470890021213,3.4177598712949706,7.103287496230789,8.021345105745889,9.212505263160832,9.127878471328462,407.22453249097157,29.521162361702967,10.418792530118388,40.03789558846671,1.8536166097454998,3.8387341211783923,59.62739218296711,4.855881388525818,10.985132168678
3.35,0.24078,3677.1,4497.6,9.3231,26.667,42.482,2708.6,73.94,120.08,0.33156,80.535,49.34,2637.5,24.514,50.046,3109.1,23.168,66.426,244.83,340.87,93.498,77.036,31.735,8.9273,26.118,6.7186,18.74,1.6448,32.847,13.804,24.11,1.2451,18.214,2.2684,4.8831,2.2463,0.037929,0.8237,0.091275,53.16,43.822,63.911,53.491,23.507,59.888,21.59,39.9,36.158,46.641,51.099,31.053,17.539,524.967897740663,True,6.677825250774241,422.20158530840945,0.773205056597283,2.5274380947894697,104.51854477214866,13.480652817484543,6.117017179668084,49.8627325500852,43.73992161698415,4.087621436863962,46.98235621698086,63.8402511874614,2.4882218035657866,43.46155371465477,3.8903466416644905,0.16018956358397188,89.90898341541738,0.5189197479801644,27.88849007123818,72.57614217972576,49.529789512906234,4.413286053286341,80.12165718676664,143.63545822012867,6.710157099278066,81.52848702115918,9.188006204382285,6.971868292901943,31.452103006766748,130.0735003250297,21.0774080974608,160.2889853910205,5.579798951453837,8.187330672658412,62.03019401479408,84.65433702685431,73.53858636187825,16.097808172162573,33.930593679129146,3.4139161229991046,7.1017230943934,8.043990234663124,6.54147252980738,10.459841633891518,423.0607214336059,58.875469519680195,18.369579671877407,41.2244350173128,2.487832155044636,0.16019577327574075,63.45863299772274,18.24534428702234,3.5338333520056935
3.4000000000000004,0.24128,3731.9,4499.1,9.3812,26.983,42.35,2705.2,74.727,120.73,0.33469,79.914,51.087,2633.2,24.605,50.528,3103.6,22.731,66.371,244.93,341.22,95.644,76.769,31.735,8.9273,26.118,6.7186,18.74,1.6448,32.847,13.804,24.11,1.2451,18.214,2.2684,4.8831,2.2463,0.037929,0.8237,0.091275,53.16,43.822,62.968,53.473,23.458,60.013,22.078,39.518,41.298,47.756,50.966,50.371,18.629,485.5725741327757,True,6.622028154134357,421.72868592754014,15.623441468065492,2.2774831768190276,108.79299988154332,4.274430374383841,8.352075053928207,38.19711410474153,63.05024619998674,13.280765812920826,44.361150065847504,85.85086753498743,5.080834565433761,32.73178731899883,3.1358036805305196,3.040346842999304,72.51513604214557,3.4222703180104106,32.97680473770757,79.93393801069129,50.498340221571205,8.261704068366864,95.89186822073826,145.3527507180466,6.648613854578978,84.0247962502105,9.708525036877857,7.268785286026811,31.33783845275596,129.98141368406118,21.95428406788399,158.55936804430118,5.5239705702062905,9.019251457633821,61.64496535728675,87.67951160452442,73.78930691271808,16.794467611754857,37.51004055189149,3.5550641568228425,7.115849932141019,8.453952432062195,3.509226874919608,11.43847476093586,422.3650917097003,63.78645030053869,16.09424405246641,42.06328432903045,5.081436389842704,3.0414779282959357,70.43202913290914,4.1185486725113805,7.986164555134471
3.45,0.2923,3706.1,4521.0,9.3151,26.399,42.47,2702.4,75.657,120.17,0.33671,79.925,49.695,2631.0,25.425,48.784,3101.3,23.331,66.241,244.92,341.4,92.797,77.212,32.345,8.7741,26.402,6.6535,18.726,1.6388,32.897,13.729,24.138,1.2933,19.025,2.2891,4.92,2.3505,0.037929,0.8237,0.091275,53.16,43.822,63.621,53.838,28.721,61.759,21.855,40.065,37.202,43.719,50.852,34.244,17.199,393.07958015497275,True,6.728707310911712,451.8564268325823,6.9800135545308875,0.5674624922406325,119.74686638743579,27.063639265168607,9.40679320337615,34.548692809172486,88.2568086554653,0.016001688699799784,39.929255259322005,78.480873786254,0.9910170365595851,29.532233553984835,4.717264064582699,6.9107389022413885,62.84414474980063,1.9113824832390738,34.89947581939536,84.24049676134474,46.353809598845196,5.861593611052847,70.58709678323362,92.53804651869241,18.451287025002134,83.698818503618,14.784225348671551,9.671267314974765,34.07405872273337,116.2694446519934,21.99930435237211,143.94010402813504,10.464623729282822,10.776994787314624,43.45764753492689,67.56015922161356,40.36253719068241,16.74138955247412,34.39210543411914,3.301368583397127,6.727235693990708,7.723522085305966,3.3243422604957282,5.723038139094452,454.2572989147648,48.83656387679002,17.551935438266458,36.26416761517931,0.9931370031557045,6.91271248423197,75.12432533112352,16.916045488181716,2.2782091299035234
3.5,0.2921,3721.4,4493.9,9.4491,26.877,42.458,2703.4,74.676,120.53,0.33413,79.698,49.932,2631.0,26.073,50.632,3100.3,23.834,66.156,242.97,341.61,96.411,76.749,32.345,8.7741,26.402,6.6535,18.726,1.6388,32.897,13.729,24.138,1.2933,19.025,2.2891,4.92,2.3505,0.037929,0.8237,0.091275,53.16,43.822,63.358,54.162,28.741,61.823,22.186,40.38,37.901,47.996,50.91,44.476,16.059,161.674239635657,True,6.389911734776635,451.94459705857565,10.458701708153765,4.7788519111779815,102.47583868837279,1.9706720707924688,4.098961897135237,27.417494542805986,56.027119371126474,0.015950881666102545,41.67726417087931,87.02095806185717,0.08158951542497671,23.06787981236117,12.310486617032389,3.5939420294383595,52.864214177264486,6.37103389216786,37.98423450660262,86.50032083864467,47.5023673612301,11.398444012070152,95.94652845285964,96.58637855634402,18.317208049899932,85.35658386483934,14.726498653616565,9.817625384489833,32.27753633661522,116.43945215129122,23.03803875643445,139.66268049115655,10.47301646642403,10.640715743994527,43.87242089094281,68.99132223519085,38.616519060607814,16.41125761626348,33.91915691726815,3.428238637318428,6.9594741007379595,8.024431099904884,0.9277513473189045,0.35225854409959684,454.30593419293,49.93332304636259,18.209762270141546,34.300334379191696,0.08251705440144724,3.592248927142201,80.37788077079001,22.054241295922317,2.166192174862789
3.5500000000000003,0.23525,3703.4,4532.9,9.3916,26.784,42.645,2701.5,74.64,120.4,0.32542,79.976,49.945,2631.2,26.465,50.124,3100.2,23.625,66.114,243.24,341.65,92.439,77.395,32.362,8.8329,26.431,6.8989,18.484,1.6373,33.199,13.837,24.053,1.185,18.879,2.2389,4.7762,2.3032,0.024017,0.81467,0.10265,53.392,43.183,64.424,53.738,23.033,59.531,22.173,39.338,37.939,46.822,50.801,40.81,16.513,119.13017166720631,True,5.827427227805535,403.07254775812737,5.188235406621014,0.8442338787143848,105.49658449560009,4.959112957447383,2.088996182398176,24.315317115224655,57.80416946189594,12.449820172183257,42.99201141620071,68.26542953014513,0.15131767416405267,20.596218001370495,16.32133611763802,0.698066805402712,46.68558537515033,4.418305398146069,40.97951543032014,89.7339768290497,46.26710987916701,10.196978591301006,66.65281325353128,92.93663544224648,8.191281455326514,75.1378214527328,8.071274399213427,5.83608867657742,28.219091603448028,100.39481438914315,6.757186706319798,117.31820338285134,1.8688714650188076,12.352553888952167,63.96549831969839,94.08513457952331,45.02406855233808,6.136312145768955,34.896916813118814,14.645517098045392,2.686149973098565,20.06050395673748,10.774052235730469,11.091152447955537,404.28759326702226,71.72693166101769,16.95633548586538,35.95523637146129,0.1522170273278262,0.6979641876674898,84.0334616074258,5.1515443627104265,0.46759804083540635
3.6,0.2355,3705.9,4523.5,9.3973,27.141,42.331,2704.7,74.498,120.29,0.32916,80.1,49.43,2632.9,24.874,49.87,3100.9,22.983,66.17,243.11,341.86,96.121,77.158,32.362,8.8329,26.431,6.8989,18.484,1.6373,33.199,13.837,24.053,1.185,18.879,2.2389,4.7762,2.3032,0.024017,0.81467,0.10265,53.392,43.183,64.381,53.851,23.008,61.377,22.509,38.882,36.424,46.232,50.708,37.926,18.043,58.73675248074336,True,6.033559702075463,406.76506956095733,5.934770324976298,2.404268514498946,112.33966072700207,10.429340791401527,11.482626498303791,21.21000573764621,52.66300016002599,0.016084929474061094,41.24781052812661,60.60614066597205,1.7522156950830086,17.813046715052362,0.9201948509422652,0.4787514343149077,42.2243079270193,0.7735041150767207,48.99899954149254,96.16134358255451,48.638588191999204,8.647821355026936,78.01600169097975,95.92339730611926,8.536451561627247,76.64767380865547,8.201389602112917,6.009618717625427,29.112331639137466,103.0742248689758,6.820497346222476,119.89790418884853,1.906232117752769,12.923510675631297,67.23101697380457,95.55480016041994,45.420828214501554,6.261747497979264,35.126751529920924,15.249755556111102,2.7742715656057895,20.56065486645922,10.517771984992013,9.096470466237953,407.2420792733749,56.96971286431806,17.17629797897775,38.25676395385806,1.7529331890804147,0.4757680255130079,91.72802487730482,14.462348111875572,5.700785573057505
3.65,0.23147,3658.0,4537.0,9.3618,26.662,42.526,2702.6,75.817,120.64,0.33882,80.226,50.563,2631.7,24.991,51.639,3100.7,22.325,66.193,242.4,341.18,93.027,77.444,32.457,9.0001,26.63,6.8007,18.736,1.6684,32.969,13.822,24.314,1.1892,18.294,2.2938,4.8196,2.2558,0.024017,0.81467,0.10265,53.392,43.183,63.152,54.312,22.742,60.088,21.881,40.546,39.758,50.327,50.664,48.039,19.584,198.16632815249116,True,6.124670533388292,410.2105605057922,4.7059228800981705,2.3230026590012276,119.80106010088402,10.157016882807033,6.912725179802938,17.16804964168883,87.94198805731186,0.015092800223339803,32.29824590604481,49.44207785000465,2.937418390058191,13.988849204471911,1.557240670912689,9.34495395163378,36.739097213423655,6.927274548967907,56.039968349707394,102.01776562206483,54.697336776501565,9.56841637810454,57.84645071067718,77.63856172018345,7.948836427338368,70.06028681558622,0.2358368276770971,17.77807612834124,12.411309057188925,105.54511530104205,2.9216502283858,116.59916359951724,1.3711213963048117,3.934929212041939,28.786869726540537,69.19158825937502,53.395604806611914,6.264089304001224,36.80248014296566,14.681162104811836,2.681601591558613,20.286090930326125,3.1126909265628315,3.1809205651367187,411.36411836947354,69.02290177286882,28.293914199681733,26.32769273885369,2.938538450660898,9.342806346679302,99.48113168673518,10.829515011190228,11.835768179491147
3.7,0.23143,3651.5,4537.8,9.341,26.927,42.221,2704.4,75.344,120.08,0.33889,80.327,50.957,2633.3,23.452,49.699,3100.3,22.785,66.241,242.4,341.32,95.499,77.556,32.457,9.0001,26.63,6.8007,18.736,1.6684,32.969,13.822,24.314,1.1892,18.294,2.2938,4.8196,2.2558,0.024017,0.81467,0.10265,53.392,43.183,63.265,54.303,22.746,62.344,22.329,40.537,40.916,45.837,50.555,32.906,18.462,315.62772518820265,True,6.253381652779047,411.6467552127042,5.975986337898207,2.304558427087987,128.21777948747544,0.9536072475512924,20.71457300418997,14.970544668083761,73.56997074880503,11.56548471071852,32.824143456559206,40.66782101403972,5.285648559417223,12.317805115684546,10.494581327577073,1.1281332167338574,31.57057355923608,2.2095844672166582,63.331997655945415,105.98933764113154,54.95832493534991,16.970326370611314,49.368718292151776,77.34946482531699,7.649150820791842,70.14219685427663,0.23511896843685734,18.21922541155193,12.583590356423839,106.54493915607071,2.9325209302676254,115.53613696398261,1.390071985823385,3.9856389024182546,28.891015802900416,70.89100833504757,53.714142881906604,6.283731945325848,36.332048760822396,14.696369287160104,2.826246409921915,19.83556506374883,1.5771704351349671,3.378329643763217,412.27209749805496,48.36545367402311,24.023521408358942,26.478150474825885,5.283966343327018,1.128733567164922,105.11486270283348,13.824737554894634,7.026830303088626
3.75,0.21806,3679.9,4514.0,9.2813,26.53,42.535,2702.3,75.146,120.71,0.33781,80.299,48.989,2632.0,26.004,49.906,3100.1,22.521,66.267,240.68,341.2,93.972,77.318,32.307,8.8818,26.367,6.9782,19.002,1.6505,32.766,13.696,24.07,1.2935,18.482,2.258,4.796,2.2291,0.024017,0.81467,0.10265,53.392,43.183,63.667,53.996,21.798,62.042,22.133,40.27,35.123,46.315,50.599,51.15,19.106,377.7429698635402,True,6.179779011225586,413.96356153599174,1.849180274890645,8.947472354680016,136.70715995587943,16.952088900174296,4.981602327585016,10.620873208247783,60.520131245015705,7.852643371110434,30.002575581977606,38.647100040316595,3.644288369786802,8.512470716097765,13.322775914085348,0.06858799816120535,26.77791564046655,4.600650935640147,72.61441323499416,110.96725541314643,57.8383926100641,13.047071934197879,62.23849569990015,84.11937812588808,3.301897180933535,49.030415030638274,18.769267320038402,32.48384536147329,16.9655735869877,113.9036901452931,8.63893679435531,93.09164248990737,11.106606900112638,11.270733645754436,42.924928710452086,75.3919696232963,59.23637594098643,6.253022431561404,39.0596044360532,15.269706205907717,2.8410384939242435,19.716870945330196,1.9558831849772005,13.179521288340226,417.5885986694885,49.77316161640265,29.998479082027725,24.156256053965286,3.6455697109774916,0.06865327792028193,114.2868245474406,10.717271026896004,9.544667551408821
