time,A Feed,D Feed,E Feed,A and C Feed,Recycle Flow,Reactor Feed Rate,Reactor Pressure,Reactor Level,Reactor Temperature,Purge Rate,Product Sep Temp,Product Sep Level,Product Sep Pressure,Product Sep Underflow,Stripper Level,Stripper Pressure,Stripper Underflow,Stripper Temp,Stripper Steam Flow,Compressor Work,Reactor Coolant Temp,Separator Coolant Temp,Component A to Reactor,Component B to Reactor,Component C to Reactor,Component D to Reactor,Component E to Reactor,Component F to Reactor,Component A in Purge,Component B in Purge,Component C in Purge,Component D in Purge,Component E in Purge,Component F in Purge,Component G in Purge,Component H in Purge,Component D in Product,Component E in Product,Component F in Product,Component G in Product,Component H in Product,D feed load,E feed load,A feed load,A and C feed load,Compressor recycle valve,Purge valve,Separator liquid load,Stripper liquid load,Stripper steam valve,Reactor coolant load,Condenser coolant load,t2_time,t2_A Feed,t2_D Feed,t2_E Feed,t2_A and C Feed,t2_Recycle Flow,t2_Reactor Feed Rate,t2_Reactor Pressure,t2_Reactor Level,t2_Reactor Temperature,t2_Purge Rate,t2_Product Sep Temp,t2_Product Sep Level,t2_Product Sep Pressure,t2_Product Sep Underflow,t2_Stripper Level,t2_Stripper Pressure,t2_Stripper Underflow,t2_Stripper Temp,t2_Stripper Steam Flow,t2_Compressor Work,t2_Reactor Coolant Temp,t2_Separator Coolant Temp,t2_Component A to Reactor,t2_Component B to Reactor,t2_Component C to Reactor,t2_Component D to Reactor,t2_Component E to Reactor,t2_Component F to Reactor,t2_Component A in Purge,t2_Component B in Purge,t2_Component C in Purge,t2_Component D in Purge,t2_Component E in Purge,t2_Component F in Purge,t2_Component G in Purge,t2_Component H in Purge,t2_Component D in Product,t2_Component E in Product,t2_Component F in Product,t2_Component G in Product,t2_Component H in Product,t2_D feed load,t2_E feed load,t2_A feed load,t2_A and C feed load,t2_Compressor recycle valve,t2_Purge valve,t2_Separator liquid load,t2_Stripper liquid load,t2_Stripper steam valve,t2_Reactor coolant load,t2_Condenser coolant load,anomaly,t2_stat
6.5,0.21143,3664.7,4544.2,9.2895,27.424,42.052,2707.5,75.606,120.37,0.33921,79.761,50.069,2636.8,25.437,49.383,3102.8,23.892,65.6,231.34,342.37,94.698,77.404,32.544,8.7676,26.51,7.1193,18.81,1.6862,32.761,13.806,23.902,1.3623,18.403,2.2578,4.7248,2.2525,-0.0037064,0.83693,0.10028,53.496,44.148,62.393,53.611,20.971,61.766,22.704,41.283,38.302,45.107,47.061,40.647,15.889,5.051345877910702,185.57112465882747,5.307491428793913,32.14621548227327,23.076389046463227,30.33532026521094,5.109982344850398,48.562979775183926,1.6261507070108576,15.781711668932731,4.857148885407984,69.08959808832955,0.7085680688383735,48.73544604056806,2.1959309240597564,4.354283265363658,45.333890663726095,8.12922762037058,130.8594121156138,185.4978267777807,81.92350372762382,23.003079401485387,4.562094492089115,53.52787034103859,30.339735053182523,26.749904826122712,10.347449466495387,49.46363952184276,7.05714023423395,43.358580614688755,19.610503344707087,27.965838611705557,5.18282688729946,75.90386011670199,12.88638647104459,71.5685169108543,28.818772077193223,24.936006283832896,94.05823104027954,8.927862209248348,10.193020598157213,14.245048577946474,1.492258974170296,9.117376634766323,187.48624645145551,4.83450898071073,90.23933316640284,10.626589057011032,0.70835795583166,4.354678491652357,198.1889834887162,9.424909651346114,8.50358641263571,False,38.88312413558325
6.550000000000001,0.21108,3609.0,4486.1,9.4262,26.884,41.853,2710.0,74.826,120.4,0.33349,80.076,50.346,2639.0,25.068,49.433,3104.4,22.577,65.604,229.82,342.36,94.787,77.537,32.509,8.9143,26.567,6.7591,18.453,1.6583,33.329,13.784,23.99,1.1766,18.253,2.2294,4.8026,2.3301,0.0093194,0.82963,0.09904,53.813,43.047,61.693,54.324,20.949,63.291,22.764,39.997,39.117,45.221,47.44,40.588,18.985,4.215994308062491,178.09646930942898,5.088055712061988,16.42832492368072,11.099247093943323,1.0848423069133124,16.03086229622266,54.09396693529396,6.498623521750988,3.476948412793344,11.173998631232324,55.79951271804039,0.1833703067055093,53.376417815533735,4.7617340782340465,3.969808495041091,50.7972785060778,3.2626699244450146,126.14653220810496,172.15960503056291,78.83205499616561,15.256423910649971,6.323383943218643,45.21674611165193,13.605343984523092,32.75689743442882,18.319139120719232,58.66129725987505,7.482965722377884,52.29758512673047,23.862041129842776,34.03374464572874,21.553897727013435,76.50212226388338,29.531350227252624,52.516900439839205,14.893699172980444,11.373126188162379,108.76841272929101,8.746341970670514,3.8715293866953457,6.182120174787867,10.21615391797869,27.196624678736054,179.7257779448388,5.7300662817910295,87.76438815027221,19.690229904745593,0.18258858137180634,3.9671991347065427,187.64421570848862,8.267542729909241,2.94142116812715,False,29.0639794997535
6.6000000000000005,0.20873,3627.1,4547.2,9.3992,26.833,42.375,2709.4,74.977,120.36,0.3339,80.056,49.915,2639.4,26.631,50.797,3104.9,23.403,65.652,228.2,342.27,94.808,77.29,32.509,8.9143,26.567,6.7591,18.453,1.6583,33.329,13.784,23.99,1.1766,18.253,2.2294,4.8026,2.3301,0.0093194,0.82963,0.09904,53.813,43.047,61.381,53.593,21.18,59.998,22.679,39.946,37.848,48.379,47.585,39.802,17.04,4.0872565377251995,175.83624840390547,0.8739040333120798,33.71331940822799,14.764767192007838,3.3418966501932377,5.347163860668342,53.92571721522253,2.2699870016033072,18.794783630446197,10.65807613980449,59.2404191231407,1.1473954490303964,53.66164078936016,9.497376479668203,1.979156438978996,51.98920556528895,3.280087899889514,121.2782621718479,165.81701394846127,74.33487377379736,14.957034353371998,2.328202924187647,46.889905469478286,14.216417169152045,32.01945847294863,17.898193528130992,59.657475229888014,7.333545002265511,50.91045504786288,23.012900238524615,33.97612498209241,22.002759226474197,80.38216160189188,28.7849820733668,52.40022691106057,14.53885827227283,11.150387828020268,103.57010952106315,8.94813576910803,3.753461019888515,6.3262174598387695,14.40935329995799,11.263774544426065,180.35066536758953,18.096675741399338,80.78709818519387,19.650963985217054,1.1488985922802015,1.9776434423940863,181.32924985569616,0.5272414246792549,3.566419903056038,False,31.517449180222176
6.65,0.21201,3735.6,4541.6,9.1869,26.939,42.333,2710.8,75.193,120.4,0.32993,80.12,49.072,2639.9,23.411,50.924,3106.6,24.085,65.692,228.9,342.36,94.682,77.262,32.495,8.799,26.273,6.8324,18.866,1.6548,33.148,14.022,23.903,1.3399,18.528,2.2618,4.7455,2.2527,0.0093194,0.82963,0.09904,53.813,43.047,62.62,54.562,20.838,61.409,22.495,39.813,35.369,48.673,47.521,41.011,15.405,4.012675342065129,171.31590717017215,18.45430573207117,38.971317453059164,41.91727356664939,1.6011187010933816,3.6539231864665704,52.86584653191843,4.3323314249383955,3.505003440825066,15.932855874658076,57.920928965743315,4.0248863227042655,51.91631552823051,18.894803619274157,2.718743663789674,53.21431476910075,9.562412841996535,124.0571211443721,168.35465648017959,74.75970284506029,20.234924554271895,5.340176312099368,42.502641242704264,26.109722883453326,27.22289426672526,12.99160704447367,46.32688824288756,10.766324348077413,44.955187725001295,2.9088639951701976,37.14040733852907,7.344655739835504,72.54446111983637,17.793369057502083,73.82676415306543,34.973290566092935,11.550625448524787,99.10090804760051,9.206419954810288,3.8518983062809835,6.176241978998431,1.1153688814868132,36.061437394557814,171.85956035066383,9.53263552867304,75.53862409757376,22.851131409323813,4.024355379154932,2.7195392573576167,184.23663150074424,11.108321642684878,9.974989627622627,False,35.356144588484284
6.7,0.21187,3677.9,4523.7,9.2882,27.189,42.249,2708.7,76.406,120.42,0.33211,80.014,49.945,2638.3,24.322,52.364,3105.7,21.848,65.726,230.02,341.47,94.654,77.002,32.495,8.799,26.273,6.8324,18.866,1.6548,33.148,14.022,23.903,1.3399,18.528,2.2618,4.7455,2.2527,0.0093194,0.82963,0.09904,53.813,43.047,63.613,54.776,20.852,60.564,22.512,39.548,37.938,52.006,47.419,41.911,20.733,4.2627275520491725,170.92615198644734,8.133814962500411,32.44750459042606,36.11151584542361,13.861069577819233,0.5000667329228936,51.790314709266404,41.75832095010516,6.764140988845984,14.930504189020262,65.35940817024353,1.046221242645241,51.103456933709,10.959218886817217,10.495948286566838,53.75880410165209,9.956732049026726,126.59026783071315,170.4231360295093,70.29536516611968,20.266367735002046,17.927605681912905,43.566344452935674,26.786370570684973,29.5333245722474,14.083102384515463,48.79781925374377,10.935675894460989,47.480867807059276,2.909470080741997,40.64253753199343,7.2273677870581885,78.20034754614896,19.023740899786073,76.69982855254658,36.619051009242405,12.417986917260933,106.42214824126283,9.273958396523565,3.872372606895185,6.44713273979259,9.983592624865373,42.66271436921811,171.68241664213463,18.52906092281708,78.62885960111359,24.40986814214292,1.0467410970850748,10.494816074172439,183.81185813621582,24.352288463073382,9.783604508840767,False,36.526529039395754
6.75,0.20966,3671.1,4520.2,9.2566,26.807,42.581,2706.4,74.794,120.41,0.3612,79.916,50.76,2635.2,24.771,50.393,3103.3,22.407,65.683,230.24,341.73,94.66,77.134,32.237,8.8401,26.724,6.5995,18.756,1.6725,32.799,13.835,23.996,1.1885,18.81,2.2975,4.8512,2.218,0.0093194,0.82963,0.09904,53.813,43.047,63.168,53.823,20.679,60.792,22.429,42.483,40.338,47.443,47.401,41.892,19.411,4.198764395694784,160.8904889658681,6.109869644326861,34.7926984254545,38.97130755167745,4.231626509789687,9.824518411944831,48.12531355847209,3.080690294993328,0.012610879185730322,0.15657876723156539,66.33962238190465,1.335228219105515,47.03451767722692,6.090127067378436,0.06510050954892233,50.344767385545076,4.6883264438216035,112.40642670930661,156.37533306675618,65.32957127468191,17.606516379294742,13.223611063691637,26.01696928385351,22.075994024589065,42.44286173779098,32.11948499326009,44.13219961662242,4.108520329766351,31.874260854258516,18.390080211047326,49.72113264619912,20.44849376733527,60.554587216509624,5.472806898752475,47.23918658625782,45.86117948423214,11.262276447946757,101.12951179366343,8.781398729960165,3.70556960518365,5.862525558363459,5.556983148105441,22.22772350698748,162.11072210976707,15.719332780516767,70.98529765418985,10.695110296789931,1.3337106989629464,0.0639748015982911,166.30872255799844,20.601223789412753,4.557870473263205,False,33.828408177903576
6.800000000000001,0.20734,3644.6,4505.7,9.4386,27.03,42.296,2705.0,74.827,120.39,0.356,79.952,50.896,2634.1,25.893,48.598,3100.5,23.104,65.675,230.94,341.27,94.64,76.963,32.237,8.8401,26.724,6.5995,18.756,1.6725,32.799,13.835,23.996,1.1885,18.81,2.2975,4.8512,2.218,-0.0018519,0.85312,0.088958,53.789,43.514,63.625,53.996,20.907,58.339,22.498,43.118,40.737,43.289,47.149,41.393,17.774,4.257215748107105,157.82050956374354,2.1898928941966145,29.387589139364493,23.04167527399437,5.409644633734473,0.357654680119678,46.17342402997177,7.692611219517394,6.5082860174332895,2.8809112762098765,68.38926149464409,1.8705962378953973,45.91263382319591,1.730487669300442,7.39950016111262,45.959002829246344,0.4964730144660453,105.10244315900015,147.2913369279608,60.18774063626575,16.75666446999067,20.858512709706165,27.261441933948614,22.11283401197199,41.81726635454472,32.747300653756625,42.96104837817719,4.143868004524084,30.901319215338415,19.08939887251114,50.06323552588844,20.396457893945723,60.528272358988445,5.281435778626335,46.210222416640946,44.40577123329578,22.181033000776488,86.68583188969657,16.349787231069826,3.989750361671613,0.058213458542749535,9.906536415466809,26.6376495551422,161.19931854130544,37.48610081733976,73.54672021139284,8.211301975408478,1.870045875963307,7.397919498540664,152.61554327585156,13.750673181322519,0.5553906442829136,False,43.746493423336695
6.8500000000000005,0.23493,3716.0,4534.0,9.3364,26.988,42.221,2704.0,75.477,120.42,0.3389,79.979,49.856,2632.9,24.573,49.657,3101.3,23.191,65.647,231.25,340.67,94.559,77.165,32.016,8.8997,26.757,7.0423,18.486,1.685,32.589,13.934,24.104,1.1075,18.405,2.2713,4.7781,2.3692,-0.0018519,0.85312,0.088958,53.789,43.514,64.595,53.922,22.741,61.319,22.35,40.34,37.678,45.741,47.04,41.235,17.568,4.1016194561458,179.85056134933092,14.889433431937865,45.69198151800094,37.00205759958924,3.7290123721734716,3.876547275753252,46.264809899570736,27.525233320858145,3.2846030959732846,13.971077941044117,69.12403086781589,1.3064763239278063,45.30012673501022,8.005150560716896,2.847200987460084,48.40923939417977,1.1201644320043984,107.43040011659629,148.59240276368237,51.12996195354882,21.061180202294214,16.879515176261474,18.402698349274335,16.31221109806626,48.83142219516877,6.595266330341554,60.53598335960381,0.18195130050121125,22.456618998315054,12.576117723719173,57.21320916946643,27.312678139219695,73.82014762392538,18.49416166890251,73.83573964799196,12.9517300004334,22.228491618406185,93.92019642707092,16.229917590818584,3.7239884634752833,0.058847051329328375,18.63393918270135,28.830972668300543,178.79728394853404,17.288102894508985,63.25253815049689,22.12587751176754,1.305939331889097,2.8497154971489915,152.0325919475178,12.461571202551438,1.1506837815339603,False,28.05457541553474
6.9,0.23149,3742.2,4546.0,9.2998,26.554,42.199,2703.2,75.24,120.43,0.33748,80.072,49.631,2631.8,24.674,50.675,3101.3,23.36,65.643,230.06,340.27,94.408,77.144,32.016,8.8997,26.757,7.0423,18.486,1.685,32.589,13.934,24.104,1.1075,18.405,2.2713,4.7781,2.3692,-0.0018519,0.85312,0.088958,53.789,43.514,64.145,53.778,23.079,61.85,21.61,40.513,37.015,48.096,47.066,42.247,17.17,3.92832566424424,176.00905411746123,19.867093200974374,50.15495581680453,45.02935781804704,16.42133296466149,5.581186677328315,43.67334881004286,25.409699367010745,6.735686751051136,14.190972348749197,63.09610941234129,1.9195109363640876,42.359255348420696,7.107955877436672,1.5421260228829559,46.55088876053643,2.377188872955351,103.26891094768291,141.5047328083352,46.40514139912354,25.512707508999778,19.17877442819964,18.10192358361506,16.274714674768926,48.515202285436736,6.560606697625358,60.26515338167811,0.17960000585641928,22.355675892280136,12.60387179924379,55.24236681235941,27.31952169505328,74.01566734376803,18.193270022009248,71.43867379409448,12.809315732401185,21.90133458361523,90.12609903060478,16.366065031282417,3.564363580525223,0.057033080297249225,13.361313234797496,24.355827141482813,178.60845479941506,14.59383662405193,46.98942904471411,20.26111210575839,1.9193193655302583,1.5433035480608728,145.64720423775233,22.89968768969166,2.3670207189239276,False,40.44262823792268
6.95,0.25459,3607.2,4511.2,9.314,26.996,42.425,2701.2,75.797,120.39,0.35108,80.028,49.299,2630.0,26.087,52.351,3099.6,23.981,65.651,227.43,340.31,94.658,77.285,31.785,8.756,26.74,6.9253,18.769,1.6516,32.757,13.713,24.337,1.2936,18.569,2.3119,4.883,2.2737,-0.0018519,0.85312,0.088958,53.789,43.514,62.642,54.884,25.135,61.046,22.148,41.589,36.038,51.976,47.218,40.256,15.69,4.516234110586421,195.7193744183566,5.184498825625647,38.12026423295882,46.83276535762028,4.066120193614242,2.131313109271215,44.38018466113023,46.94586987197782,7.260381359586815,8.993321660503776,64.65599341872498,3.0753510031454243,43.85881339380132,4.5985169624593185,10.295338180153268,47.3275139630918,7.411352500737725,101.94925153856914,136.81957094584948,45.69788343630535,12.320382398474205,14.993842458776431,7.019815793990148,32.670511939214514,53.40878152718386,1.9694099214159375,45.91969951592748,15.104747562854445,23.08385726824803,38.29684213822424,73.0827845887782,10.724898333346875,72.78855746711524,3.478196925956121,48.041269667045995,36.591592870162124,22.923907261816822,91.44541850405514,18.768734717220752,4.090628170100111,0.06386991285660058,1.5193579977872977,60.28058558026208,196.87541078699113,22.38142299506469,59.21015377418265,17.523118661781684,3.075505211164138,10.294963730960228,143.96361276393057,0.06642577972896802,7.4467140693208,False,36.03028769219941
7.0,0.25391,3637.3,4559.0,9.2898,26.92,42.087,2702.6,75.102,120.43,0.34798,80.238,51.195,2631.3,24.565,49.093,3101.1,22.978,65.672,230.8,340.14,94.712,77.706,31.785,8.756,26.74,6.9253,18.769,1.6516,32.757,13.713,24.337,1.2936,18.569,2.3119,4.883,2.2737,-0.0018519,0.85312,0.088958,53.789,43.514,62.123,54.312,25.203,62.174,21.809,41.967,41.617,44.436,46.835,41.594,18.026,4.558736539331778,193.85121561592283,0.9575418206819666,57.768634167833895,53.97870965579502,0.378685921641926,14.534134360113326,44.35445458525677,32.06929278024373,3.298671791475036,10.64410665218123,56.11446579984987,3.1459094437037582,43.57566408165164,8.450629184395577,5.354321612582024,47.1027638238909,0.573700128022686,97.37531799991541,132.74259221095215,41.04654699532066,7.6740470058880055,1.806556755674376,6.843049745286717,33.79048645398455,52.199440895661944,1.9313725064850826,44.921561921496945,14.837578007991642,23.769483455609677,36.45876952514742,70.42010638760733,10.879038241742078,74.66685710216714,3.415296412351742,48.645585591128764,36.53032770137338,23.34281571269052,86.84406697949156,18.691624411921484,4.192482667769287,0.06074094540587392,4.343943390799713,43.03617411988075,195.89436976413361,15.315338701521684,49.87246288557956,15.33300435601076,3.144764328129285,5.355226262224205,134.0969824020701,12.337307424124466,0.5385894373488862,False,37.82360036732796
7.050000000000001,0.28099,3641.2,4530.6,9.3797,26.593,42.166,2705.5,75.428,120.39,0.32744,80.357,51.777,2633.9,25.725,49.95,3102.9,21.782,65.767,229.72,340.11,94.687,77.536,31.707,8.9814,26.476,6.8927,18.459,1.6835,32.807,13.786,23.439,1.139,18.15,2.2629,4.7911,2.3686,0.020818,0.83605,0.10589,53.271,43.797,62.985,53.981,27.53,59.178,22.012,38.566,43.33,46.418,47.456,40.724,20.867,4.157124413361893,216.86950362296747,1.3549726617328748,50.68805342009345,42.43100107077858,15.774792025976707,11.868435522188133,45.32848948928787,45.84326955772081,7.472209452055752,24.62738083339622,53.09245921608928,5.823310895958059,43.59905009454911,1.4097615002389308,1.5702198184551135,48.392151232204995,11.090705946810122,96.12402217012375,124.5001435953993,35.64889913475731,8.64427583755084,9.423258886113649,0.25350816438482243,7.840395214979529,45.48406909933219,3.1174466730402717,60.44624876437898,1.3136738218073198,19.504694902608897,29.585428040148823,44.44054442137045,24.153652562980838,87.65842511682062,27.510245847322075,76.15079941012277,16.81413899150269,1.5243912522378809,97.78146888869934,2.0067192905251403,13.585891126267649,4.868921788155756,3.7847686278807453,37.393700686550034,217.1313181660105,42.744312955617865,50.507167704447696,33.694572769422294,5.823100655717111,1.5699234380264462,128.55204112980536,2.9377920240309,11.120277780349642,False,31.075167869974834
7.1000000000000005,0.27892,3648.4,4552.5,9.3379,27.227,42.433,2705.5,75.014,120.42,0.32758,80.24,49.384,2633.6,25.162,50.33,3104.0,22.267,65.78,231.36,339.86,94.673,77.199,31.707,8.9814,26.476,6.8927,18.459,1.6835,32.807,13.786,23.439,1.139,18.15,2.2629,4.7911,2.3686,0.020818,0.83605,0.10589,53.271,43.797,62.863,53.719,27.733,61.766,22.012,38.55,36.286,47.297,47.487,41.757,19.734,3.8567973170227683,215.0965699262973,2.382542346143353,61.36215827638838,51.34529804086857,16.016564885531533,0.20476998165731006,41.968050696517324,36.96688904659479,3.7491550453978117,24.26130276459039,58.03401683448906,2.8756091669962625,39.49561895287213,3.0249620406145388,0.1330704083057448,47.22582414321388,6.449412135362358,91.72281697603803,120.38558674027793,30.36060417280823,5.525478299321585,24.277162423257405,0.22851539449560226,7.580556253288374,44.627660247810795,2.9141927153691425,61.34708305000296,1.2047859528924132,20.656780058124447,26.773802382561733,41.48212587105474,23.142769548415966,87.19885800202672,28.080670572617255,79.4741983851901,16.21880568962522,1.486544056030174,95.56476722103012,1.8483010986494612,13.489281362701345,4.53745382660083,2.6345478915862532,30.965596815548988,217.51149154764667,21.987570118000846,46.78615754372591,32.56388665664197,2.877403203461774,0.13307053861702547,122.18548487527876,12.926096751229478,6.592776729504467,False,34.60312695268719
7.15,0.29032,3682.8,4559.7,9.1964,27.229,42.456,2703.7,75.087,120.38,0.33114,79.979,50.077,2631.9,26.696,51.936,3103.0,23.586,65.763,230.31,340.33,94.669,76.849,31.966,8.7062,26.32,6.9462,19.235,1.6198,32.543,13.87,24.438,1.4356,18.688,2.2736,4.7743,2.2611,0.020818,0.83605,0.10589,53.271,43.797,62.532,54.421,28.992,60.874,22.027,39.97,38.326,51.014,47.761,40.213,16.653,4.438269770503133,227.34496064886787,8.152191768050782,64.27392086637818,75.97215439939666,17.370091542503697,0.1334079392690187,37.05998314304107,43.14483927774187,11.92932545215386,22.20035245657329,68.92808976323525,0.34723917101053237,35.69682584646555,12.572908379224277,8.292804333385,41.70303832553601,4.0212729307094355,92.02901818065476,120.68221812282323,32.326885865809984,5.9427336415126675,38.14940454477553,3.221008338409411,35.54571496762149,41.288966743517186,2.5613476325268785,25.410242381809216,29.670524391406616,7.040033461606032,17.82795108174574,79.09279986558163,6.2559931779014155,61.904408840980345,22.988254820139225,82.45907980982396,42.44982130934162,1.5818686568088616,96.48155328239172,2.152849276215118,15.019090679686375,4.678480688795378,0.07602334338103664,51.187582201424036,230.56604248663723,30.919304289359996,47.497924654361086,25.673689553279438,0.347338431349793,8.292695939752733,124.8818242783578,4.778272532783712,3.7129954068890547,False,33.270654328166756
7.2,0.29427,3642.1,4605.9,9.4353,26.83,42.269,2704.2,75.073,120.42,0.32961,79.906,49.832,2632.9,24.092,50.444,3102.2,22.493,65.727,232.24,340.45,94.704,76.983,31.966,8.7062,26.32,6.9462,19.235,1.6198,32.543,13.87,24.438,1.4356,18.688,2.2736,4.7743,2.2611,0.020818,0.83605,0.10589,53.271,43.797,63.232,53.868,28.604,60.803,22.004,40.157,37.605,47.561,47.773,40.95,19.25,4.720951888523481,227.98949839601053,1.1470957917768223,83.14566156774741,51.31375845554711,4.1202247590840155,10.913531402913776,35.47391431408915,44.148821144566796,0.014459402762118214,22.882555099690226,71.60284530385854,1.1337624060994966,34.441375993806105,12.93999127510752,0.7904486899271134,38.8912737494305,4.603834707942773,86.03745392335414,114.1249178507468,28.604567547755195,1.1519374253328087,36.0632004601831,3.2157350833548692,35.98407287054412,41.73483422043037,2.595997921610503,25.66815160520455,28.86008336054065,7.241427219556666,16.705605694574096,81.68401873810939,6.155237223096735,63.20325865044144,22.30731804270883,82.32857466141762,42.09138619083939,1.5514799968802075,99.85281982474035,2.1220640369067807,14.69839080317399,4.672380613678363,6.245475722152245,34.167752788917056,227.2601680433892,34.736759569090594,41.308707417590696,23.87380487136375,1.13321279195422,0.7898350278920364,115.51460313868044,0.033065972576690715,5.058508124153006,False,36.98523927063201
7.25,0.26847,3677.7,4497.4,9.3662,26.725,42.169,2704.6,74.989,120.38,0.34062,80.008,49.969,2632.5,24.759,51.281,3102.5,23.251,65.732,233.56,340.4,94.766,77.518,32.077,8.9384,26.336,6.8505,18.543,1.6897,32.404,13.656,24.196,1.2413,18.416,2.279,4.8048,2.2493,0.020818,0.83605,0.10589,53.271,43.797,62.114,53.252,26.948,60.931,21.691,41.051,38.01,49.498,47.839,40.717,17.415,4.035354657383666,211.9775332909858,6.070461667084279,38.29005738269928,56.52495589846253,9.164071102773281,16.239686247440886,32.80763728498913,44.29267621444891,10.567400169036762,15.825726470760825,56.10528321063375,0.5874655464677765,31.144446204657015,5.619560531614413,5.099998985850843,36.34250605206159,1.299963502104102,76.22488243001227,102.07253806106293,22.101451265968006,1.3349213060412415,14.877532865687723,1.4155722764149061,7.765524577335371,39.127838610025705,3.53764078866877,43.31284046054268,2.9543448325381885,1.9177725889509993,39.693115663904365,69.76334483089047,10.998216028790226,62.74038281045804,18.967035609270173,66.3159778517425,41.50266553134755,1.4857687910717936,91.15650771805092,1.9937520946129499,13.522047008598586,4.360977453196332,5.538466688171449,18.983930450067437,215.68029024542375,33.71147306257405,31.831929527065927,18.171524093006077,0.5859224896776685,5.102926548469176,100.84710265734539,1.3531091355221947,0.9701863688015394,False,24.223889288922305
7.300000000000001,0.27315,3646.3,4476.4,9.304,26.352,42.406,2706.1,75.362,120.42,0.34239,80.31,51.627,2634.8,27.163,49.945,3103.9,23.196,65.768,232.72,340.2,94.574,77.69,32.077,8.9384,26.336,6.8505,18.543,1.6897,32.404,13.656,24.196,1.2413,18.416,2.279,4.8048,2.2493,0.024195,0.82912,0.08447,53.46,44.365,62.654,53.503,26.488,63.21,21.773,40.834,42.888,46.406,47.671,40.653,17.514,4.16994465461137,210.31367805418324,1.2517821766434725,30.357586805854496,71.15023430638097,29.233145906476278,5.628753688957219,32.60660111376438,56.596794881014546,3.177099702634833,15.61461718227196,40.680971131219664,5.4303776122463665,31.403247419158895,18.217193656632453,1.1870220611628874,35.949455172552874,0.94465583628239,74.735307011544,94.97085519815107,16.53328823103248,2.121674521304266,9.414691050123936,1.4539699842370148,8.357844807027735,39.02091269608151,3.7068571898054694,43.5306251809652,3.0420601966824568,1.858664293662789,41.31987360544387,70.0217415654061,11.151874872290696,64.5241770929893,19.022713676889907,64.6380081004629,41.94336607359577,1.7811470006956178,79.4186992824467,17.559835848560436,8.402180443644932,14.558233340502746,0.5035124264123563,23.52192574572605,209.51692553485782,17.887864175985865,28.81671530650029,19.413655928600182,5.428144928980521,1.187164076806303,94.04781806141389,5.654399612741318,0.6559850689797502,False,38.74168482693314
7.35,0.26108,3706.1,4523.2,9.29,27.08,42.11,2706.3,74.833,120.41,0.31672,80.255,51.48,2635.1,23.196,50.985,3105.0,21.876,65.817,231.29,339.95,94.69,77.372,31.996,8.7109,26.481,6.9264,18.704,1.6381,32.965,13.834,24.0,1.1844,18.423,2.238,4.802,2.3236,0.024195,0.82912,0.08447,53.46,44.365,62.449,54.62,25.905,59.319,21.977,38.15,42.455,48.814,47.79,40.481,20.66,3.4924533649853293,206.23136862138102,9.42018556780874,41.19433994745858,71.30641960141274,7.4955693299288,19.91041395132572,27.034543509041875,42.95589009857392,3.5240571500488316,28.95700581697584,43.10720907150404,4.614812750897531,25.836520591291865,17.933179905669355,3.6459183213082054,32.224581395353646,9.477050064145514,72.92648226625045,89.03983050177706,11.546559787019484,1.8790114875078743,20.43794570172295,7.236381215698604,27.020837676546936,40.85088932914373,4.015695834930377,29.20126287615414,15.8692655825043,4.500706170507388,16.68961156938907,52.35840267248185,13.37689579031636,49.83032133904643,34.24856744266212,57.04275096690685,21.092008973065163,1.6218667318736588,69.19861930406444,16.537098049858677,7.700305184540892,13.058900894626806,2.497247575139719,46.67177828350212,208.07985793221675,49.61810165498387,24.385248690811622,30.097554568029445,4.614560337924107,3.647082820723828,91.10167738604557,7.433327946830419,9.945173590197,False,28.773571997509695
7.4,0.26135,3660.5,4523.6,9.318,27.015,42.453,2705.6,74.968,120.41,0.31685,80.118,51.017,2634.7,24.224,50.776,3104.2,22.676,65.804,230.38,340.23,94.527,76.994,31.996,8.7109,26.481,6.9264,18.704,1.6381,32.965,13.834,24.0,1.1844,18.423,2.238,4.802,2.3236,0.024195,0.82912,0.08447,53.46,44.365,63.235,54.615,25.878,61.649,22.138,38.135,41.092,48.329,47.865,40.855,18.791,3.4863688467357776,204.56718954488338,2.477065698709215,40.711995778656885,72.83230895009655,4.420039286117536,5.148058038989174,23.714154633925816,46.976922252733274,3.5063780651312775,28.515113398484825,44.83340282347962,2.858045903231382,22.612201524599442,8.891648830215614,2.586437351843941,28.91364941012432,2.863753482529989,69.6800468924451,82.33187996426442,9.029844744113765,0.20935561916902426,35.2474151426134,7.426225236236405,27.562644488915943,40.90836028448336,4.016098625484438,30.94042632016953,15.629891132760939,4.568397048772628,15.700044677871631,53.36921583804313,13.410859931217727,49.608813100032116,34.56384739533235,58.54316003476049,21.12962381696057,1.5615949880679154,72.29302577357483,15.816087900861127,7.778473349040086,13.128081249097638,4.174698553450263,47.46318081034914,206.0161410647223,31.533731932902935,22.384196713160073,29.36489100628813,2.856917751831285,2.586257975401645,85.1552606175906,5.024651347566113,3.4217932225486787,False,18.14042514117114
